index,min,max
1,0,1017979738.0
2,0,10721211223.0
3,0,146774095.0
4,0,146774095.0
5,0,146774095.0
6,0,146774095.0
7,0,146774095.0
8,0,146774095.0
9,0,146774095.0
10,0,146774095.0
11,0,146774095.0
12,0,146774095.0
13,0,146774095.0
14,0,146774095.0
15,0,146774095.0
16,0,146774095.0
17,0,146774095.0
18,0,146774095.0
19,0,146774095.0
20,0,146774095.0
21,0,308941.0
22,0,308941.0
23,0,308941.0
24,0,308941.0
25,0,308941.0
26,0,308941.0
27,0,308941.0
28,0,308941.0
29,0,308941.0
30,0,308941.0
31,0,308941.0
32,0,308941.0
33,0,308941.0
34,0,308941.0
35,0,308941.0
36,0,308941.0
37,0,308941.0
38,0,308941.0
39,0,15095.509976
40,0,15095.509976
41,0,15095.509976
42,0,15095.509976
43,0,15095.509976
44,0,15095.509976
45,0,15095.509976
46,0,15095.509976
47,0,15095.509976
48,0,15095.509976
49,0,15095.509976
50,0,15095.509976
51,0,15095.509976
52,0,15095.509976
53,0,15095.509976
54,0,15095.509976
55,0,15095.509976
56,0,15095.509976
57,0,2091733239.0
58,0,2091733239.0
59,0,2091733239.0
60,0,2091733239.0
61,0,2091733239.0
62,0,2091733239.0
63,0,2091733239.0
64,0,2091733239.0
65,0,2091733239.0
66,0,2091733239.0
67,0,2091733239.0
68,0,2091733239.0
69,0,2091733239.0
70,0,2091733239.0
71,0,2091733239.0
72,0,2091733239.0
73,0,2091733239.0
74,0,2091733239.0
75,0,254178.0
76,0,254178.0
77,0,254178.0
78,0,254178.0
79,0,254178.0
80,0,254178.0
81,0,254178.0
82,0,254178.0
83,0,254178.0
84,0,254178.0
85,0,254178.0
86,0,254178.0
87,0,254178.0
88,0,254178.0
89,0,254178.0
90,0,254178.0
91,0,254178.0
92,0,254178.0
93,0,15092.464502
94,0,15092.464502
95,0,15092.464502
96,0,15092.464502
97,0,15092.464502
98,0,15092.464502
99,0,15092.464502
100,0,15092.464502
101,0,15092.464502
102,0,15092.464502
103,0,15092.464502
104,0,15092.464502
105,0,15092.464502
106,0,15092.464502
107,0,15092.464502
108,0,15092.464502
109,0,15092.464502
110,0,15092.464502
111,0,1352537.0
112,0,1352537.0
113,0,1352537.0
114,0,1352537.0
115,0,1352537.0
116,0,1352537.0
117,0,1352537.0
118,0,1352537.0
119,0,1352537.0
120,0,1352537.0
121,0,1352537.0
122,0,1352537.0
123,0,1352537.0
124,0,1352537.0
125,0,1352537.0
126,0,1352537.0
127,0,1352537.0
128,0,1352537.0
129,0,291268.0
130,0,291268.0
131,0,291268.0
132,0,291268.0
133,0,291268.0
134,0,291268.0
135,0,291268.0
136,0,291268.0
137,0,291268.0
138,0,291268.0
139,0,291268.0
140,0,291268.0
141,0,291268.0
142,0,291268.0
143,0,291268.0
144,0,291268.0
145,0,291268.0
146,0,291268.0
147,0,15095.509976
148,0,15095.509976
149,0,15095.509976
150,0,15095.509976
151,0,15095.509976
152,0,15095.509976
153,0,15095.509976
154,0,15095.509976
155,0,15095.509976
156,0,15095.509976
157,0,15095.509976
158,0,15095.509976
159,0,15095.509976
160,0,15095.509976
161,0,15095.509976
162,0,15095.509976
163,0,15095.509976
164,0,15095.509976
165,0,4746315.0
166,0,4746315.0
167,0,4746315.0
168,0,4746315.0
169,0,4746315.0
170,0,4746315.0
171,0,4746315.0
172,0,4746315.0
173,0,4746315.0
174,0,4746315.0
175,0,4746315.0
176,0,4746315.0
177,0,4746315.0
178,0,4746315.0
179,0,4746315.0
180,0,4746315.0
181,0,4746315.0
182,0,4746315.0
183,0,254178.0
184,0,254178.0
185,0,254178.0
186,0,254178.0
187,0,254178.0
188,0,254178.0
189,0,254178.0
190,0,254178.0
191,0,254178.0
192,0,254178.0
193,0,254178.0
194,0,254178.0
195,0,254178.0
196,0,254178.0
197,0,254178.0
198,0,254178.0
199,0,254178.0
200,0,254178.0
201,0,15091.266033000002
202,0,15091.266033000002
203,0,15091.266033000002
204,0,15091.266033000002
205,0,15091.266033000002
206,0,15091.266033000002
207,0,15091.266033000002
208,0,15091.266033000002
209,0,15091.266033000002
210,0,15091.266033000002
211,0,15091.266033000002
212,0,15091.266033000002
213,0,15091.266033000002
214,0,15091.266033000002
215,0,15091.266033000002
216,0,15091.266033000002
217,0,15091.266033000002
218,0,15091.266033000002
219,0,1352537.0
220,0,1352537.0
221,0,1352537.0
222,0,1352537.0
223,0,1352537.0
224,0,1352537.0
225,0,1352537.0
226,0,1352537.0
227,0,1352537.0
228,0,1352537.0
229,0,1352537.0
230,0,1352537.0
231,0,1352537.0
232,0,1352537.0
233,0,1352537.0
234,0,1352537.0
235,0,1352537.0
236,0,1352537.0
237,0,291268.0
238,0,291268.0
239,0,291268.0
240,0,291268.0
241,0,291268.0
242,0,291268.0
243,0,291268.0
244,0,291268.0
245,0,291268.0
246,0,291268.0
247,0,291268.0
248,0,291268.0
249,0,291268.0
250,0,291268.0
251,0,291268.0
252,0,291268.0
253,0,291268.0
254,0,291268.0
255,0,15095.509976
256,0,15095.509976
257,0,15095.509976
258,0,15095.509976
259,0,15095.509976
260,0,15095.509976
261,0,15095.509976
262,0,15095.509976
263,0,15095.509976
264,0,15095.509976
265,0,15095.509976
266,0,15095.509976
267,0,15095.509976
268,0,15095.509976
269,0,15095.509976
270,0,15095.509976
271,0,15095.509976
272,0,15095.509976
273,0,4746315.0
274,0,4746315.0
275,0,4746315.0
276,0,4746315.0
277,0,4746315.0
278,0,4746315.0
279,0,4746315.0
280,0,4746315.0
281,0,4746315.0
282,0,4746315.0
283,0,4746315.0
284,0,4746315.0
285,0,4746315.0
286,0,4746315.0
287,0,4746315.0
288,0,4746315.0
289,0,4746315.0
290,0,4746315.0
291,0,254178.0
292,0,254178.0
293,0,254178.0
294,0,254178.0
295,0,254178.0
296,0,254178.0
297,0,254178.0
298,0,254178.0
299,0,254178.0
300,0,254178.0
301,0,254178.0
302,0,254178.0
303,0,254178.0
304,0,254178.0
305,0,254178.0
306,0,254178.0
307,0,254178.0
308,0,254178.0
309,0,15091.266033000002
310,0,15091.266033000002
311,0,15091.266033000002
312,0,15091.266033000002
313,0,15091.266033000002
314,0,15091.266033000002
315,0,15091.266033000002
316,0,15091.266033000002
317,0,15091.266033000002
318,0,15091.266033000002
319,0,15091.266033000002
320,0,15091.266033000002
321,0,15091.266033000002
322,0,15091.266033000002
323,0,15091.266033000002
324,0,15091.266033000002
325,0,15091.266033000002
326,0,15091.266033000002
